tag,game_id,winner,white,black,half_turns,engine1_pieces,engine2_pieces,engine1_time,engine2_time,end_state
turbo4,1,1,1,2,67,11,7,339.53,329.48,2Q5/1R3p2/2k1p3/2Pp1q2/P1p3p1/4P3/2PN1PPP/6K1 b - - 8 34
turbo4,2,2,2,1,57,11,11,279.59,289.56,r1br4/p3nQ1R/2n5/q2pk3/Pp1p1BP1/3B4/1PP2P2/R3K3 b Q - 0 29
turbo4,3,2,1,2,104,10,8,519.26,519.25,7r/4k3/1pp1n2K/p3Pb2/PPPb1P2/3P4/R6P/4R3 w - - 1 53
turbo4,4,1,2,1,50,14,8,249.66,249.55,r1b1k1nr/pp4pp/8/3Pp3/1bp5/3n1PP1/P3Q2P/2qK1N2 w kq - 0 26
turbo4,5,2,1,2,80,10,9,399.46,399.37,1r6/2p3pk/2p5/8/Q2Pp1nb/PPN1P3/2PK4/R1B1q3 w - - 6 41
turbo4,6,1,2,1,158,4,1,788.95,788.70,8/8/3k4/3p4/K7/r7/1q6/8 w - - 2 80
turbo4,7,1,1,2,61,12,6,309.52,299.50,1k3r2/1R6/R2N2p1/5p1p/2p2P2/1PP5/P2P1PPP/6K1 b - - 1 31
turbo4,8,2,2,1,67,8,7,329.53,339.50,r1k4r/pR1Q3p/2p3p1/8/2p1B3/2P3P1/6KP/8 b - - 1 34
turbo4,9,2,1,2,88,7,5,439.35,439.28,6k1/6p1/8/p6R/P3P3/3pP3/2qP2P1/2K5 w - - 1 45
turbo4,10,1,2,1,130,9,2,649.03,648.93,8/p4p1p/1p6/3p4/5n2/2p2k2/6rK/7R w - - 8 66
turbo4,11,1,1,2,97,11,2,489.32,479.24,Q4k2/2R5/8/2p5/3B2P1/1P1PPP1P/5K2/7R b - - 0 49
turbo4,12,1,2,1,80,8,6,399.39,399.37,7k/p5pp/4bp2/1P6/8/P4BP1/4Pq2/2r4K w - - 0 41
turbo4,13,1,1,2,79,12,4,399.41,389.37,3Q1N2/2B4R/8/1PP1p2k/4P2p/p6P/P4PPK/8 b - - 6 40
turbo4,14,1,2,1,76,9,3,379.42,379.38,3k2n1/p7/1p6/3p1pp1/P7/8/2r2P2/1q1K4 w - - 2 39
turbo4,15,2,1,2,80,10,8,399.41,399.39,5k1r/p5pp/1p6/P6r/7K/1B3q2/P1PP3P/RNB5 w - - 11 41
turbo4,16,1,2,1,44,13,11,219.68,219.65,1r3knr/B1pp1ppp/b5n1/8/8/Pp3NPP/q4PB1/K2RQ2R w - - 3 23
turbo4,17,2,1,2,76,10,10,379.50,379.38,6k1/Np3p1p/1n4p1/3p2P1/8/2n1PN2/P1qRKPRP/2r5 w - - 10 39
turbo4,18,2,2,1,161,1,2,798.86,808.70,7Q/8/8/8/5K1k/8/8/8 b - - 18 81
turbo4,19,1,1,2,87,9,4,439.36,429.32,4R2k/5Q2/7p/p2P2p1/N2P4/1P6/PK5P/8 b - - 5 44
turbo4,20,1,2,1,102,9,2,509.23,509.22,7r/p1p3pp/P4p2/8/2k5/8/1K6/r1q5 w - - 4 52
turbo4,21,1,1,2,135,5,3,679.07,668.86,7Q/8/6pk/3K4/P6P/8/2P5/6b1 b - - 4 68
turbo4,22,2,2,1,63,12,10,309.54,319.48,r1b5/pp1pnQR1/2p1k3/4pp2/2P3B1/P1n1K3/1P3P1P/3R3q b - - 1 32
turbo4,23,1,1,2,97,4,1,489.26,479.21,1k4Q1/8/1K6/8/8/1P6/P7/8 b - - 0 49
turbo4,24,1,2,1,82,10,4,409.38,409.37,6k1/p5pp/p6r/2p5/2P3r1/4n3/1P1p3K/1R6 w - - 7 42
turbo4,25,1,1,2,91,9,4,459.35,449.26,R1k1N3/4R1B1/2p5/6p1/6Pp/1P3P1P/8/2K5 b - - 1 46
turbo4,26,1,2,1,74,11,2,369.46,369.39,r7/2kp1pp1/pp6/3n4/KPn5/q7/8/7r w - - 0 38
turbo4,27,2,1,2,70,11,7,349.58,349.42,7B/4nk1p/3R1p2/2q1p3/K3P3/1P2PP2/r3N1PP/4R3 w - - 0 36
turbo4,28,2,2,1,51,10,12,249.62,259.63,r2r3k/p1p3pQ/np5n/3p2N1/5BP1/P1PP3P/P5K1/4RR2 b - - 1 26
turbo4,29,1,1,2,81,9,4,409.44,399.40,1R3Q2/5R1k/6pp/2r5/P1NP4/P2K4/7P/8 b - - 4 41
turbo4,30,2,2,1,95,8,7,469.35,479.21,1r3k2/p4Qp1/5p1p/4N2P/3p4/5RP1/5PK1/3q4 b - - 7 48
turbo4,31,1,1,2,75,11,3,379.47,369.43,1r6/7R/4k3/1P1pP3/P2N1PP1/8/P2P3P/6K1 b - - 2 38
turbo4,32,1,2,1,112,9,1,559.18,559.14,8/p7/1p4k1/2pp2b1/8/q1K5/1n3r2/8 w - - 4 57
turbo4,33,1,1,2,59,13,6,299.54,289.56,R1Q5/1k6/1p4p1/p2Np3/4P3/1PB1q3/P1PN2PP/R6K b - - 3 30
turbo4,34,2,2,1,81,8,7,399.43,409.29,5Q1k/2q4p/2p1p1p1/4P1B1/3P2PP/8/r3n3/7K b - - 0 41
turbo4,35,1,1,2,73,13,5,369.47,359.41,2Q4k/3R4/1B1N4/p4p1p/2P3p1/P3P3/P4PPP/2K4R b - - 0 37
turbo4,36,1,2,1,88,11,5,439.36,439.28,rn4k1/6p1/1p4p1/pPpPp3/q7/3PB3/1K6/q7 w - - 2 45
turbo4,37,1,1,2,57,11,4,289.60,279.56,2n2R2/2p3p1/4R1k1/2B1P3/7Q/1P2P3/2P3PP/6K1 b - - 0 29
turbo4,38,1,2,1,82,9,2,409.44,409.31,8/p3pk2/1p2p2p/8/2b2rP1/8/4K3/2q5 w - - 6 42
turbo4,39,1,1,2,65,9,6,329.53,319.46,4R2Q/5p1k/6p1/3p4/p2P3p/P2P4/1P1K2PP/8 b - - 1 33
turbo4,40,2,2,1,51,10,10,249.63,259.58,r1b4r/p6p/2p1p3/4p1Qk/1p2P2P/6P1/PP3P2/2R1K2R b K - 1 26
turbo4,41,1,1,2,147,6,1,738.96,728.83,8/kQ6/8/3B2K1/6P1/6P1/6P1/8 b - - 8 74
turbo4,42,1,2,1,74,8,9,369.47,369.46,5rk1/1B5p/1Q2p1pR/4P1P1/1Pb5/P3n3/5R2/3rK3 w - - 4 38
turbo4,43,2,1,2,74,9,8,369.48,369.39,r4k2/p3p1b1/1PQ5/3p4/5P2/4q3/PPPB4/R1K3r1 w - - 0 38
