tag,game_id,winner,white,black,half_turns,engine1_pieces,engine2_pieces,engine1_time,engine2_time,end_state
turbo3_timed_10000,46,1,2,1,102,5,4,509.29,509.30,8/8/5R2/3r1Kpk/P5p1/6P1/4r3/8 w - - 9 52
turbo3_timed_10000,47,1,1,2,85,9,3,429.41,419.40,5Q2/8/6kR/8/1p3P2/pP1P1PK1/P2P4/8 b - - 0 43
turbo3_timed_10000,48,1,2,1,36,15,13,179.77,179.72,rn2k2r/p1bp2pp/bpp1p3/2P4P/3PBp2/PQ2KN2/1P1B1Pq1/R6R w kq - 0 19
turbo3_timed_10000,49,1,1,2,49,14,8,249.65,239.66,5Q2/3b1k2/4q1p1/1B1p1r2/p3p3/BP2P3/P1NP1P1P/R3K1NR b KQ - 2 25
turbo3_timed_10000,50,1,2,1,76,12,4,379.50,379.48,8/1bpk1p1p/1p6/1p1pp3/1P2r3/2P5/r1q5/K4R2 w - - 0 39
turbo3_timed_10000,51,1,1,2,119,9,1,599.10,589.12,3Q4/4R1k1/8/5PB1/8/PP6/3K2PP/8 b - - 4 60
turbo3_timed_10000,52,1,2,1,98,8,4,489.31,489.34,6nr/2k4p/2q2pp1/2K3PP/r4P2/8/8/8 w - - 5 50
turbo3_timed_10000,53,1,1,2,69,9,5,349.47,339.52,4Bk2/4nQ2/6p1/6b1/1P6/3KPP2/P1PP3q/8 b - - 3 35
turbo3_timed_10000,54,1,2,1,62,13,6,309.49,309.60,r4rk1/ppp3p1/4p2p/8/P2PpPn1/2Q1n1P1/5K2/3q4 w - - 4 32
turbo3_timed_10000,55,1,1,2,91,13,1,459.38,449.32,2k5/2Q5/3B4/1P6/3PN3/2P1P2P/P4P2/R2K3R b - - 4 46
turbo3_timed_10000,56,0,2,1,116,8,5,579.15,579.22,4k3/3bnpp1/1R6/8/2p5/5Br1/r7/1N3RK1 w - - 49 59
turbo3_timed_10000,57,1,1,2,49,11,10,249.63,239.65,R2r3r/Rk4pp/2p1pn2/2Pp2p1/5P2/1PN1P3/2P3PP/6K1 b - - 3 25
turbo3_timed_10000,58,1,2,1,94,10,2,469.37,469.37,rn1k2n1/p1pp3p/8/8/8/6P1/4q3/4q2K w - - 0 48
turbo3_timed_10000,59,1,1,2,103,10,3,519.23,509.28,7Q/7k/8/1pp5/2P3R1/P1B5/2K2PPP/5R2 b - - 1 52
turbo3_timed_10000,60,2,2,1,107,3,5,529.19,539.27,8/6B1/8/1p6/p1P5/6K1/kQ4P1/8 b - - 2 54
turbo3_timed_10000,61,2,1,2,58,9,9,289.57,289.60,2k3r1/pp2bp2/3p3Q/4p3/3P4/1P6/PBPP2q1/R6K w - - 0 30
turbo3_timed_10000,62,2,2,1,69,9,9,339.54,349.55,rnb5/p6r/8/1qp1p1Qk/1P3B2/P4P2/2P3PP/K7 b - - 1 35
turbo3_timed_10000,63,1,1,2,75,12,4,379.44,369.54,8/2p4N/Qk6/R1p5/8/1P1PP3/Pb2KPPP/6R1 b - - 3 38
turbo3_timed_10000,64,1,2,1,56,11,9,279.57,279.60,2rr2k1/pp4pp/P2R1p2/4p3/8/Q4P1b/6PP/R3Bq1K w - - 1 29
turbo3_timed_10000,65,1,1,2,81,9,4,409.44,399.49,7k/5Qp1/2n5/3p2N1/8/N1P1PPP1/8/2K4R b - - 2 41
turbo3_timed_10000,66,1,2,1,88,10,5,439.33,439.41,2k5/8/p4b1p/2p2p1P/5P2/2p3PK/3r3r/4n1R1 w - - 5 45
turbo3_timed_10000,67,1,1,2,39,14,9,199.72,189.79,k2r4/pBQ1bp2/1pp1b1p1/8/4N3/1P2P3/P1PP1PPP/R3K2R b KQ - 14 20
turbo3_timed_10000,68,1,2,1,52,12,8,259.65,259.71,r1b3kr/1p4pp/4p3/1N1n4/2PP1Q1P/B2q4/2n2P2/4K2p w - - 9 27
turbo3_timed_10000,69,1,1,2,75,13,5,379.46,369.49,6R1/2p5/2P2p2/p7/1p1NP3/1P1P1k2/P1P4P/RNB2K2 b - - 1 38
turbo3_timed_10000,70,1,2,1,92,9,2,459.36,459.37,7r/p6p/k1p5/P7/2p5/Kq6/4r2n/8 w - - 0 47
turbo3_timed_10000,71,1,1,2,101,6,1,509.26,499.36,7R/6R1/8/8/1KB5/1P6/P6k/8 b - - 2 51
turbo3_timed_10000,72,2,2,1,49,9,10,239.70,249.70,rnbk4/p1p5/1pqp1Q2/5B2/P2P4/8/5PPP/R3R1K1 b - - 2 25
turbo3_timed_10000,73,1,1,2,61,13,7,309.55,299.60,1QQ5/4pp2/8/1ppk3p/6p1/2NPP2P/P1P2PPK/R4R2 b - - 1 31
turbo3_timed_10000,74,1,2,1,78,13,6,389.45,389.48,rn4k1/p4ppp/2b1p3/2p4P/2P1P1P1/5P2/1n3q2/q6K w - - 0 40
turbo3_timed_10000,75,1,1,2,69,10,5,349.53,339.58,2k5/3RN3/p1p4p/4N1pP/2P5/5P2/P3K2P/1R6 b - - 2 35
turbo3_timed_10000,76,1,2,1,92,9,2,459.35,459.38,6k1/5ppp/3pp2P/7r/p5q1/8/7K/8 w - - 3 47
turbo3_timed_10000,77,1,1,2,83,11,4,419.43,409.50,4R2N/k1R5/p5p1/2PB4/1p3P2/3P4/P1P4P/1K6 b - - 0 42
turbo3_timed_10000,78,1,2,1,86,9,2,429.48,429.34,6k1/p6p/4b1p1/P3pp2/3r4/K7/r7/8 w - - 1 44
turbo3_timed_10000,79,0,1,2,104,12,11,519.18,519.24,1r2b1kr/q1b2pp1/p5N1/P2B4/1p2NQ2/3P2pP/1P4P1/R4K1R w - - 49 53
turbo3_timed_10000,80,1,2,1,80,10,3,399.42,399.48,1nb3k1/6pp/3rp3/1p6/5q2/7P/6P1/4r1K1 w - - 2 41
turbo3_timed_10000,81,2,1,2,62,9,9,309.58,309.58,3rk3/2p1n3/6N1/3q1p2/7b/3QPb2/PPP1N3/R2Kq3 w - - 0 32
turbo3_timed_10000,82,1,2,1,112,8,5,559.19,559.22,rn4k1/p7/1pn5/8/Pq6/1K5P/4rP2/2R5 w - - 2 57
turbo3_timed_10000,83,1,1,2,87,11,3,439.36,429.38,8/5Q1r/6Rk/4P2p/P3R3/P1B4P/3P2P1/6K1 b - - 0 44
turbo3_timed_10000,84,2,2,1,73,11,7,359.47,369.51,r1b4r/p4ppp/2p1p3/4P3/k2N1P2/QRq5/5P2/6K1 b - - 1 37
turbo3_timed_10000,85,2,1,2,60,10,8,299.52,299.61,2k5/1pp2p2/p7/5n2/8/P2RP1P1/1PP1q1r1/RNBK4 w - - 3 31
turbo3_timed_10000,86,1,2,1,48,13,8,239.69,239.64,1r2k1nr/2p1pp2/p5p1/1P6/4pBP1/P6b/2P2PqK/b5N1 w k - 1 25
turbo3_timed_10000,87,1,1,2,61,11,4,309.59,299.61,5Q2/6kp/5pp1/4N3/8/B2RP3/P3NKPP/4R3 b - - 2 31
turbo3_timed_10000,88,1,2,1,78,8,5,389.42,389.44,4rkn1/p7/1P4p1/5b2/1P6/8/1PqB3b/3K4 w - - 1 40
turbo3_timed_10000,89,2,1,2,70,8,9,349.55,349.55,2k5/2p5/pp6/4p3/4b2b/NP1nP2N/1P5K/R1B4r w - - 6 36
turbo3_timed_10000,90,1,2,1,86,12,4,429.42,429.43,r3r1k1/pp5p/2p3p1/3p4/8/P4bq1/2P1p3/3R1K2 w - - 0 44
turbo3_timed_10000,91,1,1,2,95,7,6,479.26,469.29,5r2/1b3p2/1p5R/7k/2B3NP/6K1/P5P1/6b1 b - - 2 48
turbo3_timed_10000,92,1,2,1,56,13,10,279.57,279.66,rn2k2r/pp3ppp/2p3n1/8/3PP3/6Kq/PPP2Q1P/R1B2b2 w kq - 9 29
turbo3_timed_10000,93,1,1,2,63,10,5,319.54,309.54,8/8/1p1k4/p2pQ3/P2Pp1BP/1P6/3NKP2/2R5 b - - 4 32
turbo3_timed_10000,94,1,2,1,78,11,5,389.51,389.45,1k3b1r/ppp1pQpp/8/1Kq5/P4P2/6P1/5q2/8 w - - 2 40
turbo3_timed_10000,95,1,1,2,161,9,1,808.95,798.90,7k/8/7Q/6R1/3P1PPP/2P1P3/3K4/8 b - - 4 81
turbo3_timed_10000,96,2,2,1,73,10,7,359.49,369.48,k4bnr/Q3p1p1/1B1p1p1p/3P1P2/8/7P/6P1/5nK1 b - - 6 37
