tag,game_id,winner,white,black,half_turns,engine1_pieces,engine2_pieces,engine1_time,engine2_time,end_state
turbo2_6_8000,1,1,1,2,83,11,1,99.67,328.51,8/2R5/8/2k5/1R2PB2/P6P/P1P1N2P/7K b - - 6 42
turbo2_6_8000,2,1,2,1,80,9,4,71.39,320.42,r7/1pp1k3/4p2p/P7/4pN2/7P/1q1K4/6q1 w - - 1 41
turbo2_6_8000,3,1,1,2,73,9,5,71.10,288.44,8/1B4p1/1pr5/1Rk5/4nB2/N1P5/P3R2P/6K1 b - - 8 37
turbo2_6_8000,4,1,2,1,98,9,1,57.64,392.53,2k5/1p4p1/2p2p2/2b5/4p3/8/7r/q3K3 w - - 0 50
turbo2_6_8000,5,1,1,2,59,12,6,42.23,232.32,2k5/N4R2/1p1BN3/p4p2/4p3/1PP3P1/P3BP1P/2K2n2 b - - 5 30
turbo2_6_8000,6,2,2,1,37,13,13,68.74,152.23,r1b4k/p1npn2Q/2p1pR1p/q1p1PpN1/3P4/P1P5/3B1PP1/R3KB2 b Q - 3 19
turbo2_6_8000,7,1,1,2,55,13,9,69.27,216.36,5b2/4p1r1/p3kqp1/3Q1p1p/4P3/4P3/PP1PB1PP/R1B2RK1 b - - 1 28
turbo2_6_8000,8,1,2,1,58,12,6,101.92,232.32,r5k1/ppp3p1/3p1r1p/1q3b1R/2q5/P1P5/K1P5/R7 w - - 4 30
turbo2_6_8000,9,1,1,2,123,10,2,102.35,488.94,R3k3/1R6/6r1/8/2P1N1P1/5P2/PP5P/7K b - - 8 62
turbo2_6_8000,10,1,2,1,68,12,4,51.73,272.32,6k1/pp4pp/2p5/3pp3/P5bP/1n1K1r2/5r2/5R2 w - - 10 35
turbo2_6_8000,11,1,1,2,53,11,2,120.07,208.43,2k4R/p5Q1/8/2N5/8/2N1B1P1/PPP2K2/R7 b - - 2 27
turbo2_6_8000,12,2,2,1,65,10,9,78.02,264.42,rn1k3r/pRQ5/1p2Pp1p/3n3B/8/P3q3/1B5P/1K1R4 b - - 6 33
turbo2_6_8000,13,1,1,2,87,12,4,291.46,344.51,3N2kR/5b2/5Bp1/8/p1P1P1P1/1P1P4/5PP1/1K1R4 b - - 1 44
turbo2_6_8000,14,1,2,1,66,10,4,97.72,264.38,5rk1/p6p/1p2p2p/2p2Pq1/7K/P2r4/7P/8 w - - 1 34
turbo2_6_8000,15,1,1,2,99,12,3,164.01,392.79,1k5R/6R1/p7/P5p1/1BP1PN2/1P1P1P2/5PK1/8 b - - 6 50
turbo2_6_8000,16,2,2,1,129,7,4,209.98,520.89,2R1k3/8/p4K1p/p4Bp1/5p2/1P3r2/8/8 b - - 1 65
