tag,game_id,winner,white,black,half_turns,engine1_pieces,engine2_pieces,engine1_time,engine2_time,end_state
turbo4,1,2,1,2,48,10,10,227.93,237.82,4r1k1/p4ppp/2n2n2/8/1P3b2/P1QP1q2/1BP4P/RN1K4 w - - 8 25
turbo4,2,2,2,1,47,9,9,218.07,237.83,rnb4k/ppp4p/5B2/1N3p2/8/P1Q5/2PKB1RP/8 b - - 0 24
turbo4,3,1,1,2,61,7,5,297.40,297.26,5r1k/R5Q1/7p/5p2/5p2/8/2P2PPP/6K1 b - - 1 31
turbo4,4,1,2,1,72,9,2,356.85,356.67,8/pp5p/4k3/2p5/4n3/4r3/3r2p1/4K1R1 w - - 6 37
turbo4,5,1,1,2,127,7,2,624.57,624.21,1k5R/8/1K2N3/8/p5P1/P1P5/2P5/8 b - - 4 64
turbo4,6,1,2,1,68,10,2,317.18,336.90,6k1/p4p1p/2p3p1/3b2P1/8/2n1p3/8/5K1r w - - 4 35
turbo4,7,2,1,2,106,4,3,515.52,525.15,8/8/5k2/3P4/5P1P/8/1q6/2rK4 w - - 1 54
turbo4,8,2,2,1,91,8,7,436.18,455.86,rkR2n2/p5N1/B6p/b6P/6p1/P7/KP4q1/8 b - - 1 46
turbo4,9,1,1,2,71,9,6,346.96,346.79,1k1Q4/pp3p2/4rp2/8/1P6/P2P1P2/3K2P1/2R2B2 b - - 8 36
turbo4,10,2,2,1,87,8,5,416.30,435.99,r2N1Q1k/n2b3p/7p/p1p5/4P3/6P1/8/6K1 b - - 1 44
turbo4,11,1,1,2,91,10,5,446.00,445.91,3Q3k/5R2/p6P/4p1pP/8/2P3P1/PP1KN1b1/8 b - - 0 46
turbo4,12,2,2,1,57,10,9,277.51,287.36,4Q1nr/p4kp1/1p1q4/3p1pBp/1R6/8/P4PPP/4R1K1 b - - 1 29
turbo4,13,2,1,2,76,10,7,366.73,376.53,3b2k1/P4pp1/7p/8/3P4/2P3Pb/1P4qP/R1B3KR w - - 1 39
turbo4,14,1,2,1,94,8,2,465.84,465.70,1n1k4/7p/1p3p2/3Kq3/P6r/8/6r1/8 w - - 1 48
turbo4,15,1,1,2,95,7,1,465.90,465.69,R2k4/7R/8/5P2/5P2/4K3/3P3P/8 b - - 2 48
turbo4,16,2,2,1,61,6,9,297.35,307.18,rk1Q4/p2R2Np/2p5/5p2/8/2P3P1/P4PKP/8 b - - 0 31
turbo4,17,2,1,2,60,11,9,287.44,297.27,7k/6bp/p5p1/8/P1Qp4/2P3Pn/1P1PK2n/RNBB1q2 w - - 2 31
turbo4,18,1,2,1,124,5,1,614.57,614.39,8/7p/6p1/8/7p/7r/5k2/7K w - - 2 63
turbo4,19,2,1,2,40,10,12,178.41,198.18,1k1r3r/pbp2pp1/1P5p/nP6/Q1P1q3/8/P3KP1P/RN5q w - - 0 21
turbo4,20,1,2,1,72,13,7,356.84,356.67,r4b1r/pppb2p1/4Nk1p/3p4/1P5P/1QP3K1/6q1/3R1q2 w - - 1 37
turbo4,21,1,1,2,95,9,4,465.95,465.75,8/7R/4nkp1/1p2Q3/1P3P2/2P2K2/2N4P/R7 b - - 4 48
turbo4,22,1,2,1,72,12,4,356.78,356.68,3k3r/1p5p/p5p1/n2p4/PP3pb1/4b3/8/2R1K1r1 w - - 3 37
turbo4,23,1,1,2,67,10,4,327.10,327.04,3R4/2Q5/p3p3/8/3k4/2N5/PPPr1PPP/6K1 b - - 4 34
turbo4,24,1,2,1,82,12,2,396.42,406.26,3r2k1/p2p4/1p2p1pp/2p5/2P5/6q1/4n3/5r1K w - - 4 42
turbo4,25,1,1,2,87,10,2,426.25,426.03,4R1k1/N1R5/5p2/8/1P3BP1/P5P1/5P2/5K2 b - - 4 44
turbo4,26,2,2,1,57,6,10,267.58,287.32,r5kr/p4Q1p/4B3/N1p5/7P/8/PPP2PP1/2K5 b - - 0 29
turbo4,27,1,1,2,67,9,5,327.14,326.95,2k1R3/R2n4/3b4/3pN3/3P4/1N6/1PP1KP1r/8 b - - 3 34
turbo4,28,1,2,1,64,10,4,317.19,317.06,6nr/3p1kpp/4p3/1P6/6nP/6P1/r7/4q1K1 w - - 0 33
turbo4,29,1,1,2,67,9,5,327.06,326.99,8/3n4/1p6/pk6/2Qp4/BPP3R1/3P3P/R5K1 b - - 2 34
turbo4,30,1,2,1,94,10,3,465.88,465.70,4n3/p1p3k1/6p1/4p3/1r1p4/4qP2/4K3/Q5q1 w - - 2 48
turbo4,31,1,1,2,55,12,5,257.72,267.51,1k2Q3/pp6/1B1p4/4P3/2P5/qP6/P5PP/R4KNR b - - 0 28
turbo4,32,2,2,1,37,12,12,168.50,188.27,rn1q1bnr/1p3Npp/6k1/p1pP1Q2/4B3/P7/1P3PPP/R3R1K1 b - - 0 19
turbo4,33,1,1,2,67,12,6,327.12,327.01,r7/6Qk/3P3p/p5P1/bb1B4/3P1Q2/1P1R1P1P/1K2R3 b - - 0 34
