tag,game_id,winner,white,black,half_turns,engine1_pieces,engine2_pieces,engine1_time,engine2_time,end_state
turbo2_timed_8000,1,1,1,2,99,9,1,400.59,392.49,1RQ5/2k5/8/8/1B6/1P1P2N1/2P3P1/7K b - - 2 50
turbo2_timed_8000,2,1,2,1,132,5,1,528.74,528.65,2r1K1k1/6qp/6p1/8/8/8/8/8 w - - 8 67
turbo2_timed_8000,3,1,1,2,71,14,2,288.38,280.30,7R/8/6Q1/3N1rk1/1P1P1N2/4P2P/PRP2P1P/7K b - - 0 36
turbo2_timed_8000,4,1,2,1,118,10,4,472.59,472.47,1k4nr/R4p1p/Qp1r3p/3p1K2/4q3/8/8/R7 w - - 3 60
turbo2_timed_8000,5,1,1,2,229,5,2,921.15,913.01,8/8/k7/1R6/Q5p1/6P1/6P1/6K1 b - - 3 115
turbo2_timed_8000,6,1,2,1,64,11,2,256.30,256.29,2k4r/p1p2p1p/1p2p2p/8/8/q7/2P5/1K1r4 w - - 6 33
turbo2_timed_8000,7,1,1,2,59,11,2,240.32,232.23,4Q3/4R2k/8/6Bp/3P4/8/P1P2KPP/RN6 b - - 2 30
turbo2_timed_8000,8,1,2,1,56,12,8,224.25,224.21,rn3r1k/pp4pp/2p5/4P2P/4b3/P3b3/2Bq4/RQ1K2R1 w - - 3 29
turbo2_timed_8000,9,1,1,2,57,11,8,232.33,224.27,8/2rRR3/3pkp2/4p2p/r2pP3/3P1N1P/2PB1P1P/7K b - - 2 29
turbo2_timed_8000,10,0,2,1,277,3,2,1105.46,1113.31,R7/6r1/8/8/8/5k2/6p1/6K1 b - - 49 139
turbo2_timed_8000,11,0,1,2,83,12,12,336.53,328.41,1Q1k3r/3q1p1p/2p3bn/r2p2p1/P7/B1b1P3/2P1B1PP/R4KNR b - - 49 42
turbo2_timed_8000,12,1,2,1,80,10,3,320.39,320.44,r1b5/p1pnk3/8/1P2p3/P1p5/8/6q1/1K1r4 w - - 2 41
turbo2_timed_8000,13,2,1,2,54,12,8,216.26,216.28,1k6/pp2bP2/8/1b5Q/2p5/1KPqP2P/PP3P2/RNB3r1 w - - 0 28
turbo2_timed_8000,14,1,2,1,108,6,1,432.54,432.59,8/5k1p/p7/3b4/8/8/5Kr1/2q5 w - - 2 55
turbo2_timed_8000,15,0,1,2,99,11,9,400.52,392.44,1k1rr3/p6p/6p1/1Q3p2/8/1Pb2P1P/P1PN3q/1RB2KR1 b - - 49 50
turbo2_timed_8000,16,1,2,1,64,11,8,256.29,256.30,r3r3/p1p2kpp/5p2/2Pp4/7P/1P3nP1/N3q3/1RBK4 w - - 1 33
turbo2_timed_8000,17,1,1,2,41,14,10,168.23,160.18,5rk1/pBpn1pQ1/4N1p1/3p3p/qP6/N3PP2/P2P2PP/R3K2R b KQ - 4 21
turbo2_timed_8000,18,1,2,1,58,12,6,232.30,232.22,rn2k1nr/p5pp/2p5/5q2/6K1/1b2P2P/4BqP1/6R1 w kq - 2 30
turbo2_timed_8000,19,1,1,2,83,11,3,336.40,328.39,R2k4/1R6/6p1/3p4/P2P4/2P1P1N1/6PP/1N4K1 b - - 3 42
turbo2_timed_8000,20,2,2,1,67,9,8,264.31,272.30,1n5r/5R2/1p1k1Rp1/rp1p4/3P2P1/p1P5/PP6/1K6 b - - 1 34
turbo2_timed_8000,21,2,1,2,44,9,10,176.26,176.19,2r2bk1/5p1p/6p1/4pn2/1q6/K7/P3NnPP/RN3BR1 w - - 0 23
turbo2_timed_8000,22,2,2,1,89,8,6,352.47,360.39,r1b1k1R1/1p5Q/p7/3pp2N/P2p4/3K1P2/8/8 b - - 1 45
turbo2_timed_8000,23,1,1,2,59,12,5,240.28,232.27,3k4/2R1R3/2N2pp1/7p/5P2/1p1P4/1PP2PPP/2BK4 b - - 1 30
turbo2_timed_8000,24,2,2,1,87,4,5,344.42,352.36,6r1/7R/p5pk/6N1/7P/6P1/7K/8 b - - 0 44
turbo2_timed_8000,25,1,1,2,45,14,7,184.24,176.21,3q4/2p3pk/4B3/p6Q/r6p/2P1P3/PP1B1PPP/RN2K2R b KQ - 2 23
turbo2_timed_8000,26,1,2,1,66,11,6,264.31,264.24,3k1b1r/p4p2/b3p2p/1R6/5P1P/2r5/2q1K1P1/3q3R w - - 0 34
turbo2_timed_8000,27,2,1,2,72,9,6,288.35,288.30,6k1/6P1/8/8/p5Qp/1PP3bP/P1qr4/R1K4R w - - 4 37
turbo2_timed_8000,28,2,2,1,65,8,7,256.31,264.31,k6r/1p2nppp/8/Q7/5B2/P3KP2/4B2P/7b b - - 0 33
turbo2_timed_8000,29,1,1,2,67,12,4,272.34,264.28,3RQ3/8/5kr1/5pp1/3B4/4P3/PPPK2PP/6NR b - - 2 34
turbo2_timed_8000,30,1,2,1,44,13,9,176.25,176.17,r5k1/p1p3pp/bp2p1p1/3pP3/P3n1PP/2P5/1P6/1RB1Kr2 w - - 1 23
turbo2_timed_8000,31,2,1,2,88,9,9,352.46,352.41,2q1k3/5p2/6r1/Pp2P3/3b1P2/1P1Q2Pp/5nr1/2R1R2K w - - 5 45
turbo2_timed_8000,32,1,2,1,68,12,3,272.39,272.30,2b1r1k1/1pp3pp/8/7n/3p1n1r/5K2/4qP2/6R1 w - - 6 35
turbo2_timed_8000,33,1,1,2,85,10,4,344.45,336.37,8/4R1Q1/7k/1N3p1p/6p1/4P3/1P3PPP/1K1R4 b - - 2 43
turbo2_timed_8000,34,1,2,1,72,7,4,288.34,288.37,1n4r1/2kb4/4pp2/7P/2P4P/6qK/8/8 w - - 1 37
turbo2_timed_8000,35,2,1,2,72,9,7,288.45,288.34,2n5/6pk/6pp/8/P2P4/4P3/Pr1q2PP/R2K1R2 w - - 4 37
turbo2_timed_8000,36,1,2,1,70,10,3,280.34,280.26,2bk4/p6p/2p2p2/3p4/5pP1/7P/3r4/4r1K1 w - - 6 36
turbo2_timed_8000,37,1,1,2,83,12,4,336.40,328.34,5Q2/3k1R2/6Q1/2p4p/4P1p1/2NPB3/P1P3P1/3RK3 b - - 2 42
turbo2_timed_8000,38,2,2,1,83,10,7,328.40,336.38,3k1Qn1/p1np4/3Np2r/BP2p1pp/8/8/5K1P/2R5 b - - 2 42
turbo2_timed_8000,39,1,1,2,103,6,1,416.54,408.47,8/8/R7/2k5/2Q5/1P2P3/6P1/6K1 b - - 6 52
turbo2_timed_8000,40,1,2,1,96,12,1,384.43,384.46,4k3/p2p2p1/n1p1pp2/5n2/5b2/8/rr6/1K6 w - - 4 49
turbo2_timed_8000,41,1,1,2,81,11,3,328.41,320.33,6Q1/4Np1k/8/5pP1/3P4/2P1PP2/7P/3NK2R b K - 2 41
turbo2_timed_8000,42,1,2,1,92,9,3,368.45,368.36,r1b5/p6q/pk6/2np4/7K/4b1P1/5P2/8 w - - 2 47
turbo2_timed_8000,43,1,1,2,65,11,5,264.33,256.31,4k3/r6R/1p1NN3/p7/1p6/8/PPP2PPP/4K2R b K - 8 33
turbo2_timed_8000,44,2,2,1,83,5,6,328.39,336.39,1r6/k6p/4pp2/RQ6/8/6PP/5P1K/8 b - - 0 42
turbo2_timed_8000,45,1,1,2,53,11,6,216.30,208.24,5Q2/1p3R1k/pNp3p1/7p/8/1PP1P3/P1P3PP/4K3 b - - 6 27
turbo2_timed_8000,46,2,2,1,69,8,8,272.37,280.26,rnknR3/pQp4p/8/8/4B3/2P5/q4P1P/3RK3 b - - 2 35
turbo2_timed_8000,47,1,1,2,57,12,6,232.34,224.26,3Qkb2/5p2/4N3/6rp/2pN4/4P3/PP1P1P1P/R1B1K3 b Q - 0 29
turbo2_timed_8000,48,1,2,1,72,12,4,288.39,288.34,2k5/pp3ppp/2p4n/K6P/P1B1r3/3r4/3b4/3b4 w - - 4 37
turbo2_timed_8000,49,1,1,2,97,6,5,392.46,384.45,3Q4/8/1p2kR2/1P6/P1ppKP2/4n3/8/8 b - - 4 49
turbo2_timed_8000,50,2,2,1,79,7,6,312.40,320.36,r6r/p7/8/k1p4p/1R4p1/Q3P3/6PP/6K1 b - - 0 40
turbo2_timed_8000,51,1,1,2,77,11,7,312.38,304.28,4rk1R/1b3p2/p4Q2/1p1p4/3B4/1P2P3/P1P2PP1/1K1R4 b - - 4 39
turbo2_timed_8000,52,1,2,1,172,5,1,688.86,688.70,3q1K2/5p2/p4k2/8/8/8/6p1/8 w - - 6 87
turbo2_timed_8000,53,1,1,2,127,6,1,512.59,504.56,3R2k1/8/5PP1/8/5N1P/5K2/8/8 b - - 2 64
turbo2_timed_8000,54,1,2,1,88,11,3,352.47,352.35,6k1/p1p4p/6p1/r1K1p1P1/1n5r/2p4P/2p5/8 w - - 4 45
turbo2_timed_8000,55,1,1,2,51,13,8,208.27,200.25,3n1R1P/1p1R4/r1pk4/p1Np3p/3P4/1P3N2/P1PK1PPP/8 b - - 10 26
