tag,game_id,winner,white,black,half_turns,engine1_pieces,engine2_pieces,engine1_time,engine2_time,end_state
turbo5,1,2,1,2,88,8,7,426.20,435.98,8/k7/ppb5/6r1/4N2p/P2P3q/1PP5/R2R3K w - - 0 45
turbo5,2,2,2,1,97,5,5,455.86,485.53,2k5/4R2p/2N1B2P/p1p5/8/7p/2K5/8 b - - 5 49
turbo5,3,1,1,2,101,12,4,495.50,495.45,5R2/1r5k/6Q1/7p/R2pPN1P/1PP3P1/2KN4/R7 b - - 0 51
turbo5,4,1,2,1,78,11,3,376.58,386.45,5rk1/p2p1p1p/8/8/1Nn2n1p/8/1R2pK2/5r2 w - - 6 40
turbo5,5,1,1,2,63,13,5,297.32,307.21,3QQN2/8/3k1ppp/2p5/4P2P/1P3P2/P1P3P1/1R3K1R b - - 0 32
turbo5,6,1,2,1,78,12,2,386.50,386.43,r3k3/pb1p2p1/1p3n2/2p5/6p1/2B5/6q1/4p1K1 w q - 2 40
turbo5,7,2,1,2,68,5,9,327.04,336.91,2b1k3/p4p2/3pp3/4P3/5b2/1P5P/P2q1r2/4K3 w - - 1 35
turbo5,8,1,2,1,82,9,1,396.49,406.27,3k4/p2p2p1/4p2p/2b5/8/8/5r2/2K3r1 w - - 4 42
turbo5,9,1,1,2,61,11,5,297.35,297.27,8/R7/2Q2k2/1N1p1p1p/1P1P1Pp1/8/2P3PP/4K1R1 b - - 3 31
turbo5,10,1,2,1,78,12,9,386.52,386.47,r3nk1r/2p2p1p/pbNp4/3P1b2/1P6/PQR3PP/8/6qK w - - 6 40
turbo5,11,1,1,2,61,11,5,297.34,297.30,5k1Q/3n1p2/p7/8/p1P5/N3RPN1/PP3P2/5KR1 b - - 2 31
turbo5,12,2,2,1,97,8,4,475.74,485.51,Q1k4r/1R5p/3B2p1/8/2npp3/4n2K/8/8 b - - 0 49
turbo5,13,2,1,2,104,7,9,485.60,515.19,2k2b2/5p2/p5pp/3P3r/3Rn1q1/2P1P3/5P1K/5R2 w - - 4 53
turbo5,14,2,2,1,83,8,9,396.40,416.17,rn1k1Q2/2pb4/p3p1B1/1p2P3/8/7P/1PP3P1/3R3K b - - 0 42
turbo5,15,1,1,2,137,4,1,673.92,673.77,5k1Q/8/4K3/8/6PP/8/8/8 b - - 5 69
