tag,game_id,winner,white,black,half_turns,engine1_pieces,engine2_pieces,engine1_time,engine2_time,end_state
turbo2_timed_10000,1,1,1,2,109,8,4,549.39,539.23,4Q3/1R6/2P1Rk2/6p1/P5B1/2b2p2/P6K/8 b - - 1 55
turbo2_timed_10000,2,2,2,1,81,6,7,399.43,409.32,1r6/3Q1pp1/1p5p/kB6/8/6P1/3B1P1P/6K1 b - - 0 41
turbo2_timed_10000,3,1,1,2,23,16,11,119.80,109.83,r2qrk2/ppp1bpQp/2B2B2/3p4/8/1P2P3/P1PP1PPP/RN2K1NR b KQ - 2 12
turbo2_timed_10000,4,1,2,1,80,11,4,399.42,399.30,1n4k1/3p2p1/7p/2pnP3/2p2r1P/4K3/1p3r2/4R3 w - - 4 41
turbo2_timed_10000,5,1,1,2,83,12,5,419.82,409.49,8/1Q6/1k1p2r1/N3pb2/PP2P3/5P2/1P3N1P/R3K2R b - - 4 42
turbo2_timed_10000,6,1,2,1,58,11,5,289.58,289.55,rn3rk1/5ppp/pP6/8/4q3/6Pb/5p1P/1R5K w - - 0 30
turbo2_timed_10000,7,1,1,2,81,11,3,409.39,399.36,B6R/5p2/5Qpk/8/1P4PN/3P4/P4KP1/2R5 b - - 6 41
turbo2_timed_10000,8,1,2,1,62,12,4,309.52,309.50,r1b5/1pk2pp1/p1P1p3/P2p1P2/3n4/5n2/8/1r1K4 w - - 1 32
turbo2_timed_10000,9,1,1,2,41,15,9,209.74,199.69,1rb2k1r/3pBB2/1p1N3p/5Np1/p7/1P2P3/P1PP1PPP/R3K2R b KQ - 1 21
turbo2_timed_10000,10,2,2,1,65,8,9,319.54,329.45,Q2k1b1r/6p1/p2PB3/2p3p1/8/8/Pn3PPP/3R2K1 b - - 0 33
turbo2_timed_10000,11,1,1,2,69,11,5,349.47,339.48,3r4/3kQ3/pP1B4/1b5p/8/3P4/1P3PPP/R1R3K1 b - - 4 35
turbo2_timed_10000,12,1,2,1,102,11,6,509.23,509.13,3kr3/2r1n1p1/3p1p2/3b3p/p2Q3P/B5PK/5P2/7q w - - 4 52
turbo2_timed_10000,13,1,1,2,53,14,5,269.58,259.61,1rk1b3/2Q5/p2B4/7p/P7/1P2P1P1/2PP2PP/RN2N1K1 b - - 1 27
turbo2_timed_10000,14,1,2,1,58,12,5,289.60,289.49,r3k2r/6p1/2p1p2p/p1n2p2/P2p1P2/Kq6/3Q4/6N1 w kq - 1 30
turbo2_timed_10000,15,2,1,2,58,7,10,289.59,289.57,2kr4/1pp2p2/p6b/4P3/1nb1Q3/5N1P/P5R1/2qK4 w - - 0 30
turbo2_timed_10000,16,1,2,1,74,13,6,369.49,369.44,4r1nr/2p4p/4kp2/p7/P1p3pP/6b1/1PP2qb1/Q6K w - - 0 38
turbo2_timed_10000,17,1,1,2,83,10,2,419.44,409.34,2RN4/8/2p5/8/7P/kQ2P3/P1P3P1/1K5R b - - 2 42
turbo2_timed_10000,18,2,2,1,69,7,6,339.54,349.40,r6r/p5pp/8/2R5/3kp3/2Q5/2P3PP/2K5 b - - 0 35
