tag,game_id,winner,white,black,half_turns,engine1_pieces,engine2_pieces,engine1_time,engine2_time,end_state
turbo5_timed_10000,1,1,1,2,63,12,5,307.37,307.46,5k2/4R3/5pNp/p7/2BP3b/7N/PPP3PP/2K4R b - - 4 32
turbo5_timed_10000,2,1,2,1,44,14,7,218.08,218.03,1n4nr/1b2kpp1/1p6/1B3P1p/4p2q/2r5/P3pbP1/R2Q2K1 w - - 0 23
turbo5_timed_10000,3,2,1,2,54,11,10,257.81,267.61,5rk1/p4p1p/6p1/1p1p4/1P1r4/P1q1KP1N/2P1PP1P/5B1R w - - 4 28
turbo5_timed_10000,4,1,2,1,86,10,6,416.64,426.21,8/7r/p2p1nk1/Pp4p1/1P3pP1/5P1P/4r1K1/4q3 w - - 3 44
turbo5_timed_10000,5,1,1,2,73,10,8,357.19,356.84,2r3r1/8/5Rp1/p1kR2pp/BpP3P1/1P2P2P/1P6/4K3 b - - 1 37
